,Store,Type,Fecha,2017,2018,2019,2020,2021
4356,Dimarsa Casa Matriz,Parka Outdoor,2021-01-04,,,,,1.0
4357,Dimarsa Casa Matriz,Parka Outdoor,2021-01-05,,,,,1.0
4358,Dimarsa Casa Matriz,Parka Outdoor,2021-01-11,,,,,3.0
4359,Dimarsa Casa Matriz,Parka Outdoor,2021-01-12,,,,,1.0
4360,Dimarsa Casa Matriz,Parka Outdoor,2021-01-13,,,,,1.0
4361,Dimarsa Casa Matriz,Parka Outdoor,2021-02-16,,,,,1.0
4362,Dimarsa Casa Matriz,Parka Outdoor,2021-02-17,,,,,1.0
4363,Dimarsa Casa Matriz,Parka Outdoor,2021-02-18,,,,,3.0
4364,Dimarsa Casa Matriz,Parka Outdoor,2021-02-19,,,,,1.0
4365,Dimarsa Casa Matriz,Parka Outdoor,2021-02-24,,,,,1.0
4366,Dimarsa Casa Matriz,Parka Outdoor,2021-02-26,,,,,1.0
4367,Dimarsa Casa Matriz,Parka Outdoor,2021-03-01,,,,,1.0
4368,Dimarsa Casa Matriz,Parka Outdoor,2021-03-04,,,,,1.0
4369,Dimarsa Casa Matriz,Parka Outdoor,2021-03-05,,,,,-1.0
4370,Dimarsa Casa Matriz,Parka Outdoor,2021-03-08,,,,,1.0
4371,Dimarsa Casa Matriz,Parka Outdoor,2021-03-11,,,,,1.0
4372,Dimarsa Casa Matriz,Parka Outdoor,2021-03-12,,,,,-1.0
4373,Dimarsa Casa Matriz,Parka Outdoor,2021-03-15,,,,,2.0
4374,Dimarsa Casa Matriz,Parka Outdoor,2021-03-16,,,,,1.0
4375,Dimarsa Casa Matriz,Parka Outdoor,2021-03-17,,,,,3.0
4376,Dimarsa Casa Matriz,Parka Outdoor,2021-03-18,,,,,1.0
4377,Dimarsa Casa Matriz,Parka Outdoor,2021-03-19,,,,,1.0
4378,Dimarsa Casa Matriz,Polar Outdoor,2017-01-03,-1.0,,,,
4379,Dimarsa Casa Matriz,Polar Outdoor,2017-01-07,1.0,,,,
4380,Dimarsa Casa Matriz,Polar Outdoor,2017-01-10,1.0,,,,
4381,Dimarsa Casa Matriz,Polar Outdoor,2017-01-19,1.0,,,,
4382,Dimarsa Casa Matriz,Polar Outdoor,2017-02-11,1.0,,,,
4383,Dimarsa Casa Matriz,Polar Outdoor,2017-02-16,1.0,,,,
4384,Dimarsa Casa Matriz,Polar Outdoor,2017-03-17,1.0,,,,
4385,Dimarsa Casa Matriz,Polar Outdoor,2017-04-04,1.0,,,,
4386,Dimarsa Casa Matriz,Polar Outdoor,2017-04-12,1.0,,,,
4387,Dimarsa Casa Matriz,Polar Outdoor,2017-04-13,0.0,,,,
4388,Dimarsa Casa Matriz,Polar Outdoor,2017-04-24,1.0,,,,
4389,Dimarsa Casa Matriz,Polar Outdoor,2017-05-08,1.0,,,,
4390,Dimarsa Casa Matriz,Polar Outdoor,2017-05-09,3.0,,,,
4391,Dimarsa Casa Matriz,Polar Outdoor,2017-05-10,1.0,,,,
4392,Dimarsa Casa Matriz,Polar Outdoor,2017-05-11,2.0,,,,
4393,Dimarsa Casa Matriz,Polar Outdoor,2017-05-12,1.0,,,,
4394,Dimarsa Casa Matriz,Polar Outdoor,2017-05-13,3.0,,,,
4395,Dimarsa Casa Matriz,Polar Outdoor,2017-05-15,1.0,,,,
4396,Dimarsa Casa Matriz,Polar Outdoor,2017-05-18,-1.0,,,,
4397,Dimarsa Casa Matriz,Polar Outdoor,2017-05-19,-1.0,,,,
4398,Dimarsa Casa Matriz,Polar Outdoor,2017-05-20,1.0,,,,
4399,Dimarsa Casa Matriz,Polar Outdoor,2017-05-25,2.0,,,,
4400,Dimarsa Casa Matriz,Polar Outdoor,2017-05-26,3.0,,,,
4401,Dimarsa Casa Matriz,Polar Outdoor,2017-05-27,2.0,,,,
4402,Dimarsa Casa Matriz,Polar Outdoor,2017-06-03,1.0,,,,
4403,Dimarsa Casa Matriz,Polar Outdoor,2017-06-05,1.0,,,,
4404,Dimarsa Casa Matriz,Polar Outdoor,2017-06-06,2.0,,,,
4405,Dimarsa Casa Matriz,Polar Outdoor,2017-06-09,-1.0,,,,
4406,Dimarsa Casa Matriz,Polar Outdoor,2017-06-10,2.0,,,,
4407,Dimarsa Casa Matriz,Polar Outdoor,2017-06-15,2.0,,,,
4408,Dimarsa Casa Matriz,Polar Outdoor,2017-06-16,2.0,,,,
4409,Dimarsa Casa Matriz,Polar Outdoor,2017-06-17,4.0,,,,
4410,Dimarsa Casa Matriz,Polar Outdoor,2017-06-19,-1.0,,,,
4411,Dimarsa Casa Matriz,Polar Outdoor,2017-06-20,1.0,,,,
4412,Dimarsa Casa Matriz,Polar Outdoor,2017-06-24,1.0,,,,
4413,Dimarsa Casa Matriz,Polar Outdoor,2017-06-29,1.0,,,,
4414,Dimarsa Casa Matriz,Polar Outdoor,2017-07-05,0.99,,,,
4415,Dimarsa Casa Matriz,Polar Outdoor,2017-07-08,0.99,,,,
4416,Dimarsa Casa Matriz,Polar Outdoor,2017-07-10,1.0,,,,
4417,Dimarsa Casa Matriz,Polar Outdoor,2017-07-11,1.9900000000000002,,,,
4418,Dimarsa Casa Matriz,Polar Outdoor,2017-07-13,1.0,,,,
4419,Dimarsa Casa Matriz,Polar Outdoor,2017-07-14,3.0,,,,
4420,Dimarsa Casa Matriz,Polar Outdoor,2017-07-15,4.0,,,,
4421,Dimarsa Casa Matriz,Polar Outdoor,2017-07-17,1.0,,,,
4422,Dimarsa Casa Matriz,Polar Outdoor,2017-07-18,2.99,,,,
4423,Dimarsa Casa Matriz,Polar Outdoor,2017-07-20,1.0,,,,
4424,Dimarsa Casa Matriz,Polar Outdoor,2017-07-21,0.0,,,,
4425,Dimarsa Casa Matriz,Polar Outdoor,2017-07-22,1.0,,,,
4426,Dimarsa Casa Matriz,Polar Outdoor,2017-07-24,1.0,,,,
4427,Dimarsa Casa Matriz,Polar Outdoor,2017-07-25,1.0,,,,
4428,Dimarsa Casa Matriz,Polar Outdoor,2017-07-26,1.0,,,,
4429,Dimarsa Casa Matriz,Polar Outdoor,2017-07-29,1.0,,,,
4430,Dimarsa Casa Matriz,Polar Outdoor,2017-07-31,0.98,,,,
4431,Dimarsa Casa Matriz,Polar Outdoor,2017-08-02,1.0,,,,
4432,Dimarsa Casa Matriz,Polar Outdoor,2017-08-03,2.0,,,,
4433,Dimarsa Casa Matriz,Polar Outdoor,2017-08-04,3.0,,,,
4434,Dimarsa Casa Matriz,Polar Outdoor,2017-08-07,1.99,,,,
4435,Dimarsa Casa Matriz,Polar Outdoor,2017-08-08,1.0,,,,
4436,Dimarsa Casa Matriz,Polar Outdoor,2017-08-09,-0.010000000000000009,,,,
4437,Dimarsa Casa Matriz,Polar Outdoor,2017-08-10,2.0,,,,
4438,Dimarsa Casa Matriz,Polar Outdoor,2017-08-11,1.99,,,,
4439,Dimarsa Casa Matriz,Polar Outdoor,2017-08-16,1.0,,,,
4440,Dimarsa Casa Matriz,Polar Outdoor,2017-08-17,1.0,,,,
4441,Dimarsa Casa Matriz,Polar Outdoor,2017-08-18,-1.0,,,,
4442,Dimarsa Casa Matriz,Polar Outdoor,2017-08-21,2.0,,,,
4443,Dimarsa Casa Matriz,Polar Outdoor,2017-08-24,2.0,,,,
4444,Dimarsa Casa Matriz,Polar Outdoor,2017-08-25,2.0,,,,
4445,Dimarsa Casa Matriz,Polar Outdoor,2017-08-26,1.0,,,,
4446,Dimarsa Casa Matriz,Polar Outdoor,2017-08-28,-1.0,,,,
4447,Dimarsa Casa Matriz,Polar Outdoor,2017-08-31,1.0,,,,
4448,Dimarsa Casa Matriz,Polar Outdoor,2017-09-02,1.0,,,,
4449,Dimarsa Casa Matriz,Polar Outdoor,2017-09-05,1.0,,,,
4450,Dimarsa Casa Matriz,Polar Outdoor,2017-09-06,2.0,,,,
4451,Dimarsa Casa Matriz,Polar Outdoor,2017-09-07,1.0,,,,
4452,Dimarsa Casa Matriz,Polar Outdoor,2017-09-08,2.0,,,,
4453,Dimarsa Casa Matriz,Polar Outdoor,2017-09-09,5.0,,,,
4454,Dimarsa Casa Matriz,Polar Outdoor,2017-09-11,2.0,,,,
4455,Dimarsa Casa Matriz,Polar Outdoor,2017-09-12,2.0,,,,
4456,Dimarsa Casa Matriz,Polar Outdoor,2017-09-14,1.0,,,,
4457,Dimarsa Casa Matriz,Polar Outdoor,2017-09-15,0.99,,,,
4458,Dimarsa Casa Matriz,Polar Outdoor,2017-09-16,1.98,,,,
4459,Dimarsa Casa Matriz,Polar Outdoor,2017-09-20,1.0,,,,
4460,Dimarsa Casa Matriz,Polar Outdoor,2017-09-21,1.0,,,,
4461,Dimarsa Casa Matriz,Polar Outdoor,2017-09-25,2.0,,,,
4462,Dimarsa Casa Matriz,Polar Outdoor,2017-09-29,0.99,,,,
4463,Dimarsa Casa Matriz,Polar Outdoor,2017-09-30,2.99,,,,
4464,Dimarsa Casa Matriz,Polar Outdoor,2017-10-03,1.9900000000000002,,,,
4465,Dimarsa Casa Matriz,Polar Outdoor,2017-10-06,1.0,,,,
4466,Dimarsa Casa Matriz,Polar Outdoor,2017-10-07,1.0,,,,
4467,Dimarsa Casa Matriz,Polar Outdoor,2017-10-12,1.0,,,,
4468,Dimarsa Casa Matriz,Polar Outdoor,2017-10-14,1.0,,,,
4469,Dimarsa Casa Matriz,Polar Outdoor,2017-10-17,1.0,,,,
4470,Dimarsa Casa Matriz,Polar Outdoor,2017-10-20,1.0,,,,
4471,Dimarsa Casa Matriz,Polar Outdoor,2017-10-21,1.0,,,,
4472,Dimarsa Casa Matriz,Polar Outdoor,2017-10-25,0.99,,,,
4473,Dimarsa Casa Matriz,Polar Outdoor,2017-10-28,1.0,,,,
4474,Dimarsa Casa Matriz,Polar Outdoor,2017-10-31,1.0,,,,
4475,Dimarsa Casa Matriz,Polar Outdoor,2017-11-02,-1.0,,,,
4476,Dimarsa Casa Matriz,Polar Outdoor,2017-11-06,2.0,,,,
4477,Dimarsa Casa Matriz,Polar Outdoor,2017-11-08,2.0,,,,
4478,Dimarsa Casa Matriz,Polar Outdoor,2017-11-09,1.0,,,,
4479,Dimarsa Casa Matriz,Polar Outdoor,2017-11-10,1.0,,,,
4480,Dimarsa Casa Matriz,Polar Outdoor,2017-11-13,0.0,,,,
4481,Dimarsa Casa Matriz,Polar Outdoor,2017-11-15,1.0,,,,
4482,Dimarsa Casa Matriz,Polar Outdoor,2017-11-17,3.0,,,,
4483,Dimarsa Casa Matriz,Polar Outdoor,2017-11-22,1.0,,,,
4484,Dimarsa Casa Matriz,Polar Outdoor,2017-11-25,2.99,,,,
4485,Dimarsa Casa Matriz,Polar Outdoor,2017-11-27,1.0,,,,
4486,Dimarsa Casa Matriz,Polar Outdoor,2017-12-01,1.0,,,,
4487,Dimarsa Casa Matriz,Polar Outdoor,2017-12-02,0.99,,,,
4488,Dimarsa Casa Matriz,Polar Outdoor,2017-12-06,2.0,,,,
4489,Dimarsa Casa Matriz,Polar Outdoor,2017-12-08,1.0,,,,
4490,Dimarsa Casa Matriz,Polar Outdoor,2017-12-09,2.0,,,,
4491,Dimarsa Casa Matriz,Polar Outdoor,2017-12-15,0.99,,,,
4492,Dimarsa Casa Matriz,Polar Outdoor,2017-12-16,1.0,,,,
4493,Dimarsa Casa Matriz,Polar Outdoor,2017-12-17,1.0,,,,
4494,Dimarsa Casa Matriz,Polar Outdoor,2017-12-18,2.0,,,,
4495,Dimarsa Casa Matriz,Polar Outdoor,2017-12-20,2.0,,,,
4496,Dimarsa Casa Matriz,Polar Outdoor,2017-12-21,2.98,,,,
4497,Dimarsa Casa Matriz,Polar Outdoor,2017-12-23,2.98,,,,
4498,Dimarsa Casa Matriz,Polar Outdoor,2017-12-24,1.0,,,,
4499,Dimarsa Casa Matriz,Polar Outdoor,2017-12-27,1.0,,,,
4500,Dimarsa Casa Matriz,Polar Outdoor,2017-12-28,-1.0,,,,
4501,Dimarsa Casa Matriz,Polar Outdoor,2017-12-29,1.99,,,,
4502,Dimarsa Casa Matriz,Polar Outdoor,2017-12-30,1.0,,,,
4503,Dimarsa Casa Matriz,Polar Outdoor,2018-01-04,,1.0,,,
4504,Dimarsa Casa Matriz,Polar Outdoor,2018-01-05,,0.99,,,
4505,Dimarsa Casa Matriz,Polar Outdoor,2018-01-16,,1.0,,,
4506,Dimarsa Casa Matriz,Polar Outdoor,2018-01-19,,1.0,,,
4507,Dimarsa Casa Matriz,Polar Outdoor,2018-01-22,,1.0,,,
4508,Dimarsa Casa Matriz,Polar Outdoor,2018-01-24,,1.0,,,
4509,Dimarsa Casa Matriz,Polar Outdoor,2018-01-27,,1.0,,,
4510,Dimarsa Casa Matriz,Polar Outdoor,2018-01-29,,1.0,,,
4511,Dimarsa Casa Matriz,Polar Outdoor,2018-02-01,,1.0,,,
4512,Dimarsa Casa Matriz,Polar Outdoor,2018-02-06,,1.0,,,
4513,Dimarsa Casa Matriz,Polar Outdoor,2018-02-08,,1.0,,,
4514,Dimarsa Casa Matriz,Polar Outdoor,2018-02-09,,0.99,,,
4515,Dimarsa Casa Matriz,Polar Outdoor,2018-02-10,,1.0,,,
4516,Dimarsa Casa Matriz,Polar Outdoor,2018-02-13,,1.0,,,
4517,Dimarsa Casa Matriz,Polar Outdoor,2018-02-14,,0.0,,,
4518,Dimarsa Casa Matriz,Polar Outdoor,2018-02-21,,1.0,,,
4519,Dimarsa Casa Matriz,Polar Outdoor,2018-02-26,,1.0,,,
4520,Dimarsa Casa Matriz,Polar Outdoor,2018-02-28,,1.99,,,
4521,Dimarsa Casa Matriz,Polar Outdoor,2018-03-03,,1.0,,,
4522,Dimarsa Casa Matriz,Polar Outdoor,2018-03-06,,0.99,,,
4523,Dimarsa Casa Matriz,Polar Outdoor,2018-03-08,,1.0,,,
4524,Dimarsa Casa Matriz,Polar Outdoor,2018-03-10,,1.0,,,
4525,Dimarsa Casa Matriz,Polar Outdoor,2018-03-13,,1.0,,,
4526,Dimarsa Casa Matriz,Polar Outdoor,2018-03-19,,1.0,,,
4527,Dimarsa Casa Matriz,Polar Outdoor,2018-03-21,,0.0,,,
4528,Dimarsa Casa Matriz,Polar Outdoor,2018-03-22,,0.99,,,
4529,Dimarsa Casa Matriz,Polar Outdoor,2018-03-23,,1.0,,,
4530,Dimarsa Casa Matriz,Polar Outdoor,2018-03-24,,3.0,,,
4531,Dimarsa Casa Matriz,Polar Outdoor,2018-03-26,,0.99,,,
4532,Dimarsa Casa Matriz,Polar Outdoor,2018-03-28,,1.9900000000000002,,,
4533,Dimarsa Casa Matriz,Polar Outdoor,2018-04-03,,1.0,,,
4534,Dimarsa Casa Matriz,Polar Outdoor,2018-04-04,,0.97,,,
4535,Dimarsa Casa Matriz,Polar Outdoor,2018-04-06,,1.0,,,
4536,Dimarsa Casa Matriz,Polar Outdoor,2018-04-07,,1.0,,,
4537,Dimarsa Casa Matriz,Polar Outdoor,2018-04-09,,2.0,,,
4538,Dimarsa Casa Matriz,Polar Outdoor,2018-04-11,,1.0,,,
4539,Dimarsa Casa Matriz,Polar Outdoor,2018-04-12,,1.99,,,
4540,Dimarsa Casa Matriz,Polar Outdoor,2018-04-14,,2.0,,,
4541,Dimarsa Casa Matriz,Polar Outdoor,2018-04-17,,1.0,,,
4542,Dimarsa Casa Matriz,Polar Outdoor,2018-04-18,,2.0,,,
4543,Dimarsa Casa Matriz,Polar Outdoor,2018-04-19,,1.0,,,
4544,Dimarsa Casa Matriz,Polar Outdoor,2018-04-20,,2.0,,,
4545,Dimarsa Casa Matriz,Polar Outdoor,2018-04-21,,3.0,,,
4546,Dimarsa Casa Matriz,Polar Outdoor,2018-04-26,,0.99,,,
4547,Dimarsa Casa Matriz,Polar Outdoor,2018-04-28,,2.0,,,
4548,Dimarsa Casa Matriz,Polar Outdoor,2018-04-30,,0.0,,,
4549,Dimarsa Casa Matriz,Polar Outdoor,2018-05-03,,1.0,,,
4550,Dimarsa Casa Matriz,Polar Outdoor,2018-05-04,,2.0,,,
4551,Dimarsa Casa Matriz,Polar Outdoor,2018-05-05,,1.0,,,
4552,Dimarsa Casa Matriz,Polar Outdoor,2018-05-11,,1.0,,,
4553,Dimarsa Casa Matriz,Polar Outdoor,2018-05-15,,1.0,,,
4554,Dimarsa Casa Matriz,Polar Outdoor,2018-05-18,,1.0,,,
4555,Dimarsa Casa Matriz,Polar Outdoor,2018-05-21,,1.0,,,
4556,Dimarsa Casa Matriz,Polar Outdoor,2018-05-24,,1.0,,,
4557,Dimarsa Casa Matriz,Polar Outdoor,2018-06-02,,2.0,,,
4558,Dimarsa Casa Matriz,Polar Outdoor,2018-06-06,,1.0,,,
4559,Dimarsa Casa Matriz,Polar Outdoor,2018-06-07,,1.0,,,
4560,Dimarsa Casa Matriz,Polar Outdoor,2018-06-08,,1.0,,,
4561,Dimarsa Casa Matriz,Polar Outdoor,2018-06-09,,2.0,,,
4562,Dimarsa Casa Matriz,Polar Outdoor,2018-06-11,,2.0,,,
4563,Dimarsa Casa Matriz,Polar Outdoor,2018-06-12,,1.0,,,
4564,Dimarsa Casa Matriz,Polar Outdoor,2018-06-13,,2.0,,,
4565,Dimarsa Casa Matriz,Polar Outdoor,2018-06-15,,3.0,,,
4566,Dimarsa Casa Matriz,Polar Outdoor,2018-06-16,,3.0,,,
4567,Dimarsa Casa Matriz,Polar Outdoor,2018-06-20,,1.0,,,
4568,Dimarsa Casa Matriz,Polar Outdoor,2018-06-23,,2.0,,,
4569,Dimarsa Casa Matriz,Polar Outdoor,2018-06-27,,1.0,,,
4570,Dimarsa Casa Matriz,Polar Outdoor,2018-06-29,,1.0,,,
4571,Dimarsa Casa Matriz,Polar Outdoor,2018-07-04,,0.99,,,
4572,Dimarsa Casa Matriz,Polar Outdoor,2018-07-05,,1.0,,,
4573,Dimarsa Casa Matriz,Polar Outdoor,2018-07-13,,1.0,,,
4574,Dimarsa Casa Matriz,Polar Outdoor,2018-07-14,,3.0,,,
4575,Dimarsa Casa Matriz,Polar Outdoor,2018-07-23,,1.0,,,
4576,Dimarsa Casa Matriz,Polar Outdoor,2018-07-27,,1.0,,,
4577,Dimarsa Casa Matriz,Polar Outdoor,2018-08-01,,1.0,,,
4578,Dimarsa Casa Matriz,Polar Outdoor,2018-08-04,,2.0,,,
4579,Dimarsa Casa Matriz,Polar Outdoor,2018-08-09,,0.99,,,
4580,Dimarsa Casa Matriz,Polar Outdoor,2018-08-13,,1.0,,,
4581,Dimarsa Casa Matriz,Polar Outdoor,2018-08-14,,1.0,,,
4582,Dimarsa Casa Matriz,Polar Outdoor,2018-08-16,,2.0,,,
4583,Dimarsa Casa Matriz,Polar Outdoor,2018-08-17,,1.0,,,
4584,Dimarsa Casa Matriz,Polar Outdoor,2018-08-18,,1.0,,,
4585,Dimarsa Casa Matriz,Polar Outdoor,2018-08-20,,1.0,,,
4586,Dimarsa Casa Matriz,Polar Outdoor,2018-08-21,,1.0,,,
4587,Dimarsa Casa Matriz,Polar Outdoor,2018-08-22,,-1.0,,,
4588,Dimarsa Casa Matriz,Polar Outdoor,2018-08-24,,2.0,,,
4589,Dimarsa Casa Matriz,Polar Outdoor,2018-08-25,,1.0,,,
4590,Dimarsa Casa Matriz,Polar Outdoor,2018-08-27,,1.0,,,
4591,Dimarsa Casa Matriz,Polar Outdoor,2018-08-28,,2.0,,,
4592,Dimarsa Casa Matriz,Polar Outdoor,2018-08-30,,2.0,,,
4593,Dimarsa Casa Matriz,Polar Outdoor,2018-09-01,,2.0,,,
4594,Dimarsa Casa Matriz,Polar Outdoor,2018-09-06,,1.0,,,
4595,Dimarsa Casa Matriz,Polar Outdoor,2018-09-10,,1.0,,,
4596,Dimarsa Casa Matriz,Polar Outdoor,2018-09-12,,1.0,,,
4597,Dimarsa Casa Matriz,Polar Outdoor,2018-09-13,,3.0,,,
4598,Dimarsa Casa Matriz,Polar Outdoor,2018-09-15,,6.0,,,
4599,Dimarsa Casa Matriz,Polar Outdoor,2018-09-21,,1.0,,,
4600,Dimarsa Casa Matriz,Polar Outdoor,2018-09-22,,1.0,,,
4601,Dimarsa Casa Matriz,Polar Outdoor,2018-09-25,,2.0,,,
4602,Dimarsa Casa Matriz,Polar Outdoor,2018-09-26,,1.0,,,
4603,Dimarsa Casa Matriz,Polar Outdoor,2018-10-02,,2.0,,,
4604,Dimarsa Casa Matriz,Polar Outdoor,2018-10-04,,1.0,,,
4605,Dimarsa Casa Matriz,Polar Outdoor,2018-10-05,,1.0,,,
4606,Dimarsa Casa Matriz,Polar Outdoor,2018-10-06,,1.0,,,
4607,Dimarsa Casa Matriz,Polar Outdoor,2018-10-08,,-1.0,,,
4608,Dimarsa Casa Matriz,Polar Outdoor,2018-10-11,,1.0,,,
4609,Dimarsa Casa Matriz,Polar Outdoor,2018-10-12,,1.0,,,
4610,Dimarsa Casa Matriz,Polar Outdoor,2018-10-15,,1.0,,,
4611,Dimarsa Casa Matriz,Polar Outdoor,2018-10-16,,1.0,,,
4612,Dimarsa Casa Matriz,Polar Outdoor,2018-10-18,,1.0,,,
4613,Dimarsa Casa Matriz,Polar Outdoor,2018-10-22,,1.0,,,
4614,Dimarsa Casa Matriz,Polar Outdoor,2018-10-26,,2.0,,,
4615,Dimarsa Casa Matriz,Polar Outdoor,2018-10-27,,1.0,,,
4616,Dimarsa Casa Matriz,Polar Outdoor,2018-10-29,,2.0,,,
4617,Dimarsa Casa Matriz,Polar Outdoor,2018-10-31,,2.0,,,
4618,Dimarsa Casa Matriz,Polar Outdoor,2018-11-06,,4.0,,,
4619,Dimarsa Casa Matriz,Polar Outdoor,2018-11-08,,1.0,,,
4620,Dimarsa Casa Matriz,Polar Outdoor,2018-11-09,,1.0,,,
4621,Dimarsa Casa Matriz,Polar Outdoor,2018-11-16,,1.0,,,
4622,Dimarsa Casa Matriz,Polar Outdoor,2018-11-17,,1.0,,,
4623,Dimarsa Casa Matriz,Polar Outdoor,2018-11-20,,1.0,,,
4624,Dimarsa Casa Matriz,Polar Outdoor,2018-11-21,,1.0,,,
4625,Dimarsa Casa Matriz,Polar Outdoor,2018-11-27,,1.0,,,
4626,Dimarsa Casa Matriz,Polar Outdoor,2018-11-28,,0.99,,,
4627,Dimarsa Casa Matriz,Polar Outdoor,2018-11-30,,1.0,,,
4628,Dimarsa Casa Matriz,Polar Outdoor,2018-12-01,,1.0,,,
4629,Dimarsa Casa Matriz,Polar Outdoor,2018-12-03,,2.0,,,
4630,Dimarsa Casa Matriz,Polar Outdoor,2018-12-10,,1.0,,,
4631,Dimarsa Casa Matriz,Polar Outdoor,2018-12-12,,-1.0,,,
4632,Dimarsa Casa Matriz,Polar Outdoor,2018-12-14,,2.0,,,
4633,Dimarsa Casa Matriz,Polar Outdoor,2018-12-15,,1.0,,,
4634,Dimarsa Casa Matriz,Polar Outdoor,2018-12-17,,1.0,,,
4635,Dimarsa Casa Matriz,Polar Outdoor,2018-12-18,,2.0,,,
4636,Dimarsa Casa Matriz,Polar Outdoor,2018-12-21,,2.0,,,
4637,Dimarsa Casa Matriz,Polar Outdoor,2018-12-22,,2.0,,,
4638,Dimarsa Casa Matriz,Polar Outdoor,2018-12-23,,1.0,,,
4639,Dimarsa Casa Matriz,Polar Outdoor,2018-12-26,,1.0,,,
4640,Dimarsa Casa Matriz,Polar Outdoor,2018-12-29,,1.0,,,
4641,Dimarsa Casa Matriz,Polar Outdoor,2018-12-31,,1.0,,,
4642,Dimarsa Casa Matriz,Polar Outdoor,2019-01-04,,,2.0,,
4643,Dimarsa Casa Matriz,Polar Outdoor,2019-01-07,,,-1.0,,
4644,Dimarsa Casa Matriz,Polar Outdoor,2019-01-14,,,1.0,,
4645,Dimarsa Casa Matriz,Polar Outdoor,2019-01-24,,,1.0,,
4646,Dimarsa Casa Matriz,Polar Outdoor,2019-02-01,,,1.0,,
4647,Dimarsa Casa Matriz,Polar Outdoor,2019-02-02,,,2.0,,
4648,Dimarsa Casa Matriz,Polar Outdoor,2019-02-08,,,0.0,,
4649,Dimarsa Casa Matriz,Polar Outdoor,2019-02-23,,,4.0,,
4650,Dimarsa Casa Matriz,Polar Outdoor,2019-02-25,,,1.0,,
4651,Dimarsa Casa Matriz,Polar Outdoor,2019-02-26,,,3.0,,
4652,Dimarsa Casa Matriz,Polar Outdoor,2019-02-27,,,1.0,,
4653,Dimarsa Casa Matriz,Polar Outdoor,2019-02-28,,,3.0,,
4654,Dimarsa Casa Matriz,Polar Outdoor,2019-03-01,,,5.98,,
4655,Dimarsa Casa Matriz,Polar Outdoor,2019-03-02,,,2.0,,
4656,Dimarsa Casa Matriz,Polar Outdoor,2019-03-04,,,3.9899999999999998,,
4657,Dimarsa Casa Matriz,Polar Outdoor,2019-03-05,,,4.0,,
4658,Dimarsa Casa Matriz,Polar Outdoor,2019-03-06,,,1.0,,
4659,Dimarsa Casa Matriz,Polar Outdoor,2019-03-07,,,3.0,,
4660,Dimarsa Casa Matriz,Polar Outdoor,2019-03-08,,,1.0,,
4661,Dimarsa Casa Matriz,Polar Outdoor,2019-03-09,,,4.0,,
4662,Dimarsa Casa Matriz,Polar Outdoor,2019-03-11,,,3.0,,
4663,Dimarsa Casa Matriz,Polar Outdoor,2019-03-12,,,1.0,,
4664,Dimarsa Casa Matriz,Polar Outdoor,2019-03-15,,,1.0,,
4665,Dimarsa Casa Matriz,Polar Outdoor,2019-03-16,,,1.0,,
4666,Dimarsa Casa Matriz,Polar Outdoor,2019-03-18,,,3.0,,
4667,Dimarsa Casa Matriz,Polar Outdoor,2019-03-19,,,2.0,,
4668,Dimarsa Casa Matriz,Polar Outdoor,2019-04-01,,,3.0,,
4669,Dimarsa Casa Matriz,Polar Outdoor,2019-04-04,,,2.0,,
4670,Dimarsa Casa Matriz,Polar Outdoor,2019-04-05,,,0.99,,
4671,Dimarsa Casa Matriz,Polar Outdoor,2019-04-06,,,1.0,,
4672,Dimarsa Casa Matriz,Polar Outdoor,2019-04-10,,,0.99,,
4673,Dimarsa Casa Matriz,Polar Outdoor,2019-04-11,,,3.0,,
4674,Dimarsa Casa Matriz,Polar Outdoor,2019-04-12,,,2.0,,
4675,Dimarsa Casa Matriz,Polar Outdoor,2019-04-13,,,2.0,,
4676,Dimarsa Casa Matriz,Polar Outdoor,2019-04-15,,,1.0,,
4677,Dimarsa Casa Matriz,Polar Outdoor,2019-04-17,,,1.0,,
4678,Dimarsa Casa Matriz,Polar Outdoor,2019-04-18,,,1.0,,
4679,Dimarsa Casa Matriz,Polar Outdoor,2019-04-26,,,1.0,,
4680,Dimarsa Casa Matriz,Polar Outdoor,2019-04-29,,,1.0,,
4681,Dimarsa Casa Matriz,Polar Outdoor,2019-04-30,,,1.0,,
4682,Dimarsa Casa Matriz,Polar Outdoor,2019-05-02,,,1.0,,
4683,Dimarsa Casa Matriz,Polar Outdoor,2019-05-03,,,1.0,,
4684,Dimarsa Casa Matriz,Polar Outdoor,2019-05-04,,,3.0,,
4685,Dimarsa Casa Matriz,Polar Outdoor,2019-05-06,,,3.0,,
4686,Dimarsa Casa Matriz,Polar Outdoor,2019-05-08,,,1.0,,
4687,Dimarsa Casa Matriz,Polar Outdoor,2019-05-09,,,0.0,,
4688,Dimarsa Casa Matriz,Polar Outdoor,2019-05-11,,,1.0,,
4689,Dimarsa Casa Matriz,Polar Outdoor,2019-05-13,,,0.99,,
4690,Dimarsa Casa Matriz,Polar Outdoor,2019-05-14,,,1.0,,
4691,Dimarsa Casa Matriz,Polar Outdoor,2019-05-15,,,1.0,,
4692,Dimarsa Casa Matriz,Polar Outdoor,2019-05-16,,,-1.0,,
4693,Dimarsa Casa Matriz,Polar Outdoor,2019-05-17,,,3.0,,
4694,Dimarsa Casa Matriz,Polar Outdoor,2019-05-18,,,1.0,,
