,Store,Type,Fecha,2017,2018,2019,2020,2021
0,CALBUMAR,Camisa Outdoor,2019-07-27,,,1.0,,
1,CALBUMAR,Camisa Outdoor,2019-12-17,,,0.99,,
2,CALBUMAR,Camisa Outdoor,2020-02-10,,,,1.0,
3,CALBUMAR,Camisa Outdoor,2020-07-31,,,,1.0,
4,CALBUMAR,Camisa Outdoor,2020-09-02,,,,1.0,
5,CALBUMAR,Camisa Outdoor,2020-09-11,,,,1.0,
6,CALBUMAR,Camisa Outdoor,2020-09-15,,,,1.0,
7,CALBUMAR,Camisa Outdoor,2020-09-16,,,,2.99,
8,CALBUMAR,Camisa Outdoor,2020-09-25,,,,1.0,
9,CALBUMAR,Camisa Outdoor,2020-09-29,,,,1.0,
10,CALBUMAR,Chaqueta Outdoor,2018-08-29,,-1.0,,,
11,CALBUMAR,Cortaviento Outdoor,2018-09-12,,0.99,,,
12,CALBUMAR,Cortaviento Outdoor,2018-09-13,,1.0,,,
13,CALBUMAR,Cortaviento Outdoor,2018-09-14,,1.0,,,
14,CALBUMAR,Cortaviento Outdoor,2018-09-20,,0.99,,,
15,CALBUMAR,Cortaviento Outdoor,2018-09-22,,1.0,,,
16,CALBUMAR,Cortaviento Outdoor,2018-09-24,,1.0,,,
17,CALBUMAR,Cortaviento Outdoor,2018-09-25,,2.0,,,
18,CALBUMAR,Cortaviento Outdoor,2018-09-26,,1.0,,,
19,CALBUMAR,Cortaviento Outdoor,2018-09-27,,1.0,,,
20,CALBUMAR,Cortaviento Outdoor,2018-09-28,,2.0,,,
21,CALBUMAR,Cortaviento Outdoor,2018-09-29,,1.0,,,
22,CALBUMAR,Cortaviento Outdoor,2018-10-01,,0.99,,,
23,CALBUMAR,Cortaviento Outdoor,2018-10-02,,2.0,,,
24,CALBUMAR,Cortaviento Outdoor,2018-10-04,,1.0,,,
25,CALBUMAR,Cortaviento Outdoor,2018-10-13,,1.0,,,
26,CALBUMAR,Cortaviento Outdoor,2018-10-17,,1.0,,,
27,CALBUMAR,Cortaviento Outdoor,2018-10-18,,0.99,,,
28,CALBUMAR,Cortaviento Outdoor,2018-10-25,,1.0,,,
29,CALBUMAR,Cortaviento Outdoor,2018-11-08,,1.0,,,
30,CALBUMAR,Cortaviento Outdoor,2018-11-09,,1.0,,,
31,CALBUMAR,Cortaviento Outdoor,2018-11-13,,0.99,,,
32,CALBUMAR,Cortaviento Outdoor,2018-12-03,,1.0,,,
33,CALBUMAR,Cortaviento Outdoor,2019-03-06,,,2.0,,
34,CALBUMAR,Cortaviento Outdoor,2019-03-18,,,1.0,,
35,CALBUMAR,Cortaviento Outdoor,2019-04-06,,,1.0,,
36,CALBUMAR,Cortaviento Outdoor,2019-04-18,,,0.99,,
37,CALBUMAR,Cortaviento Outdoor,2019-05-11,,,2.0,,
38,CALBUMAR,Cortaviento Outdoor,2019-05-23,,,1.0,,
39,CALBUMAR,Cortaviento Outdoor,2019-06-01,,,1.0,,
40,CALBUMAR,Cortaviento Outdoor,2019-06-21,,,1.0,,
41,CALBUMAR,Cortaviento Outdoor,2019-06-22,,,1.0,,
42,CALBUMAR,Cortaviento Outdoor,2019-06-28,,,0.99,,
43,CALBUMAR,Cortaviento Outdoor,2019-07-02,,,1.0,,
44,CALBUMAR,Cortaviento Outdoor,2019-08-09,,,0.99,,
45,CALBUMAR,Cortaviento Outdoor,2019-09-17,,,1.0,,
46,CALBUMAR,Cortaviento Outdoor,2019-09-24,,,0.99,,
47,CALBUMAR,Cortaviento Outdoor,2019-09-27,,,0.99,,
48,CALBUMAR,Cortaviento Outdoor,2019-09-28,,,2.99,,
49,CALBUMAR,Cortaviento Outdoor,2019-09-30,,,1.0,,
50,CALBUMAR,Cortaviento Outdoor,2019-10-09,,,1.0,,
51,CALBUMAR,Cortaviento Outdoor,2019-10-10,,,1.0,,
52,CALBUMAR,Cortaviento Outdoor,2019-10-14,,,1.9800000000000002,,
53,CALBUMAR,Cortaviento Outdoor,2019-10-15,,,1.0,,
54,CALBUMAR,Cortaviento Outdoor,2019-10-22,,,1.0,,
55,CALBUMAR,Cortaviento Outdoor,2019-10-30,,,1.0,,
56,CALBUMAR,Cortaviento Outdoor,2019-10-31,,,1.0,,
57,CALBUMAR,Cortaviento Outdoor,2019-11-02,,,1.0,,
58,CALBUMAR,Cortaviento Outdoor,2019-11-05,,,2.0,,
59,CALBUMAR,Cortaviento Outdoor,2019-11-11,,,1.0,,
60,CALBUMAR,Cortaviento Outdoor,2019-11-14,,,1.0,,
61,CALBUMAR,Cortaviento Outdoor,2019-11-15,,,1.0,,
62,CALBUMAR,Cortaviento Outdoor,2019-11-30,,,1.0,,
63,CALBUMAR,Cortaviento Outdoor,2019-12-02,,,1.0,,
64,CALBUMAR,Cortaviento Outdoor,2019-12-27,,,1.0,,
65,CALBUMAR,Cortaviento Outdoor,2019-12-30,,,1.0,,
66,CALBUMAR,Cortaviento Outdoor,2020-01-17,,,,1.0,
67,CALBUMAR,Cortaviento Outdoor,2020-02-06,,,,1.0,
68,CALBUMAR,Cortaviento Outdoor,2020-03-03,,,,0.99,
69,CALBUMAR,Cortaviento Outdoor,2020-03-06,,,,1.0,
70,CALBUMAR,Cortaviento Outdoor,2020-03-13,,,,1.99,
71,CALBUMAR,Cortaviento Outdoor,2020-03-16,,,,1.0,
72,CALBUMAR,Cortaviento Outdoor,2020-04-09,,,,1.0,
73,CALBUMAR,Cortaviento Outdoor,2020-04-28,,,,1.0,
74,CALBUMAR,Cortaviento Outdoor,2020-05-04,,,,1.0,
75,CALBUMAR,Cortaviento Outdoor,2020-05-07,,,,0.99,
76,CALBUMAR,Cortaviento Outdoor,2020-05-08,,,,1.9899999999999998,
77,CALBUMAR,Cortaviento Outdoor,2020-05-16,,,,2.0,
78,CALBUMAR,Cortaviento Outdoor,2020-06-01,,,,0.99,
79,CALBUMAR,Cortaviento Outdoor,2020-06-02,,,,1.0,
80,CALBUMAR,Cortaviento Outdoor,2020-06-09,,,,1.0,
81,CALBUMAR,Cortaviento Outdoor,2020-06-17,,,,-1.0,
82,CALBUMAR,Cortaviento Outdoor,2020-06-20,,,,1.0,
83,CALBUMAR,Cortaviento Outdoor,2020-07-01,,,,1.0,
84,CALBUMAR,Cortaviento Outdoor,2020-07-02,,,,1.0,
85,CALBUMAR,Cortaviento Outdoor,2020-07-03,,,,1.9900000000000002,
86,CALBUMAR,Cortaviento Outdoor,2020-07-06,,,,2.0,
87,CALBUMAR,Cortaviento Outdoor,2020-07-07,,,,2.0,
88,CALBUMAR,Cortaviento Outdoor,2020-07-08,,,,0.99,
89,CALBUMAR,Cortaviento Outdoor,2020-07-09,,,,1.0,
90,CALBUMAR,Cortaviento Outdoor,2020-07-11,,,,1.0,
91,CALBUMAR,Cortaviento Outdoor,2020-07-13,,,,1.99,
92,CALBUMAR,Cortaviento Outdoor,2020-07-14,,,,1.0,
93,CALBUMAR,Cortaviento Outdoor,2020-07-15,,,,1.0,
94,CALBUMAR,Cortaviento Outdoor,2020-07-17,,,,0.99,
95,CALBUMAR,Cortaviento Outdoor,2020-07-18,,,,1.0,
96,CALBUMAR,Cortaviento Outdoor,2020-07-20,,,,-1.0,
97,CALBUMAR,Cortaviento Outdoor,2020-07-22,,,,1.0,
98,CALBUMAR,Cortaviento Outdoor,2020-07-25,,,,1.0,
99,CALBUMAR,Cortaviento Outdoor,2020-07-28,,,,1.0,
100,CALBUMAR,Cortaviento Outdoor,2020-07-30,,,,1.0,
101,CALBUMAR,Cortaviento Outdoor,2020-07-31,,,,1.0,
102,CALBUMAR,Cortaviento Outdoor,2020-08-01,,,,1.0,
103,CALBUMAR,Cortaviento Outdoor,2020-08-07,,,,1.0,
104,CALBUMAR,Cortaviento Outdoor,2020-08-08,,,,2.0,
105,CALBUMAR,Cortaviento Outdoor,2020-08-10,,,,3.0,
106,CALBUMAR,Cortaviento Outdoor,2020-08-11,,,,0.99,
107,CALBUMAR,Cortaviento Outdoor,2020-08-13,,,,2.0,
108,CALBUMAR,Cortaviento Outdoor,2020-08-14,,,,3.0,
109,CALBUMAR,Cortaviento Outdoor,2020-08-17,,,,3.0,
110,CALBUMAR,Cortaviento Outdoor,2020-08-21,,,,2.0,
111,CALBUMAR,Cortaviento Outdoor,2020-08-27,,,,1.0,
112,CALBUMAR,Cortaviento Outdoor,2020-08-28,,,,4.0,
113,CALBUMAR,Cortaviento Outdoor,2020-08-29,,,,1.0,
114,CALBUMAR,Cortaviento Outdoor,2020-08-31,,,,1.0,
115,CALBUMAR,Cortaviento Outdoor,2020-09-02,,,,2.0,
116,CALBUMAR,Cortaviento Outdoor,2020-09-05,,,,1.0,
117,CALBUMAR,Cortaviento Outdoor,2020-09-08,,,,1.0,
118,CALBUMAR,Cortaviento Outdoor,2020-09-15,,,,1.0,
119,CALBUMAR,Cortaviento Outdoor,2020-09-17,,,,1.0,
120,CALBUMAR,Cortaviento Outdoor,2020-09-21,,,,4.0,
121,CALBUMAR,Cortaviento Outdoor,2020-09-22,,,,2.0,
122,CALBUMAR,Cortaviento Outdoor,2020-09-24,,,,1.0,
123,CALBUMAR,Cortaviento Outdoor,2020-09-26,,,,2.0,
124,CALBUMAR,Cortaviento Outdoor,2020-10-03,,,,1.0,
125,CALBUMAR,Cortaviento Outdoor,2020-10-05,,,,1.0,
126,CALBUMAR,Cortaviento Outdoor,2020-10-09,,,,0.99,
127,CALBUMAR,Cortaviento Outdoor,2020-10-20,,,,0.99,
128,CALBUMAR,Cortaviento Outdoor,2020-10-27,,,,1.0,
129,CALBUMAR,Cortaviento Outdoor,2020-12-11,,,,-1.0,
130,CALBUMAR,Cortaviento Outdoor,2020-12-23,,,,1.99,
131,CALBUMAR,Cortaviento Outdoor,2020-12-24,,,,1.0,
132,CALBUMAR,Cortaviento Outdoor,2021-01-06,,,,,1.0
133,CALBUMAR,Cortaviento Outdoor,2021-02-26,,,,,3.0
134,CALBUMAR,Cortaviento Outdoor,2021-03-01,,,,,0.99
135,CALBUMAR,Cortaviento Outdoor,2021-03-03,,,,,1.0
136,CALBUMAR,Cortaviento Outdoor,2021-03-12,,,,,2.0
137,CALBUMAR,Cortaviento Outdoor,2021-03-15,,,,,1.0
138,CALBUMAR,Cortaviento Outdoor,2021-03-17,,,,,1.0
139,CALBUMAR,Cortaviento Outdoor,2021-03-18,,,,,1.0
140,CALBUMAR,Pantalon Outdoor,2018-09-15,,1.0,,,
141,CALBUMAR,Pantalon Outdoor,2018-12-24,,1.0,,,
142,CALBUMAR,Parka Outdoor,2018-09-25,,2.0,,,
143,CALBUMAR,Parka Outdoor,2018-09-28,,1.0,,,
144,CALBUMAR,Parka Outdoor,2018-10-02,,1.0,,,
145,CALBUMAR,Parka Outdoor,2018-10-08,,0.99,,,
146,CALBUMAR,Parka Outdoor,2018-10-12,,1.0,,,
147,CALBUMAR,Parka Outdoor,2018-10-19,,1.99,,,
148,CALBUMAR,Parka Outdoor,2018-10-20,,0.99,,,
149,CALBUMAR,Parka Outdoor,2018-10-31,,2.0,,,
150,CALBUMAR,Parka Outdoor,2018-11-19,,1.0,,,
151,CALBUMAR,Parka Outdoor,2018-11-30,,1.0,,,
152,CALBUMAR,Parka Outdoor,2018-12-03,,2.0,,,
153,CALBUMAR,Parka Outdoor,2018-12-06,,1.0,,,
154,CALBUMAR,Parka Outdoor,2018-12-08,,1.0,,,
155,CALBUMAR,Parka Outdoor,2018-12-10,,1.0,,,
156,CALBUMAR,Parka Outdoor,2019-03-07,,,1.0,,
157,CALBUMAR,Parka Outdoor,2019-03-09,,,2.0,,
158,CALBUMAR,Parka Outdoor,2019-03-11,,,2.0,,
159,CALBUMAR,Parka Outdoor,2019-03-13,,,1.0,,
160,CALBUMAR,Parka Outdoor,2019-03-22,,,1.0,,
161,CALBUMAR,Parka Outdoor,2019-04-04,,,1.0,,
162,CALBUMAR,Parka Outdoor,2019-04-08,,,1.0,,
163,CALBUMAR,Parka Outdoor,2019-04-09,,,1.99,,
164,CALBUMAR,Parka Outdoor,2019-04-10,,,1.0,,
165,CALBUMAR,Parka Outdoor,2019-04-12,,,0.99,,
166,CALBUMAR,Parka Outdoor,2019-04-13,,,1.9900000000000002,,
167,CALBUMAR,Parka Outdoor,2019-04-24,,,1.0,,
168,CALBUMAR,Parka Outdoor,2019-04-25,,,1.0,,
169,CALBUMAR,Parka Outdoor,2019-04-27,,,1.0,,
170,CALBUMAR,Parka Outdoor,2019-04-30,,,1.0,,
171,CALBUMAR,Parka Outdoor,2019-05-02,,,0.99,,
172,CALBUMAR,Parka Outdoor,2019-05-03,,,2.0,,
173,CALBUMAR,Parka Outdoor,2019-05-04,,,1.0,,
174,CALBUMAR,Parka Outdoor,2019-05-09,,,1.0,,
175,CALBUMAR,Parka Outdoor,2019-05-11,,,1.0,,
176,CALBUMAR,Parka Outdoor,2019-05-14,,,1.0,,
177,CALBUMAR,Parka Outdoor,2019-05-15,,,1.0,,
178,CALBUMAR,Parka Outdoor,2019-05-18,,,0.99,,
179,CALBUMAR,Parka Outdoor,2019-05-21,,,1.0,,
180,CALBUMAR,Parka Outdoor,2019-05-27,,,0.99,,
181,CALBUMAR,Parka Outdoor,2019-06-05,,,1.0,,
182,CALBUMAR,Parka Outdoor,2019-06-08,,,1.0,,
183,CALBUMAR,Parka Outdoor,2019-06-13,,,1.0,,
184,CALBUMAR,Parka Outdoor,2019-06-19,,,1.0,,
185,CALBUMAR,Parka Outdoor,2019-06-21,,,1.0,,
186,CALBUMAR,Parka Outdoor,2019-06-24,,,1.0,,
187,CALBUMAR,Parka Outdoor,2019-06-29,,,1.99,,
188,CALBUMAR,Parka Outdoor,2019-07-19,,,0.99,,
189,CALBUMAR,Parka Outdoor,2019-07-20,,,0.99,,
190,CALBUMAR,Parka Outdoor,2019-08-02,,,0.99,,
191,CALBUMAR,Parka Outdoor,2019-08-03,,,1.0,,
192,CALBUMAR,Parka Outdoor,2019-08-08,,,0.0,,
193,CALBUMAR,Parka Outdoor,2019-08-10,,,1.0,,
194,CALBUMAR,Parka Outdoor,2019-08-17,,,1.0,,
195,CALBUMAR,Parka Outdoor,2019-08-24,,,2.0,,
196,CALBUMAR,Parka Outdoor,2019-08-28,,,1.0,,
197,CALBUMAR,Parka Outdoor,2019-08-29,,,-1.0,,
198,CALBUMAR,Parka Outdoor,2019-08-31,,,1.99,,
199,CALBUMAR,Parka Outdoor,2019-09-02,,,0.0,,
200,CALBUMAR,Parka Outdoor,2019-09-28,,,1.98,,
201,CALBUMAR,Parka Outdoor,2019-09-30,,,-1.0,,
202,CALBUMAR,Parka Outdoor,2019-10-26,,,2.0,,
203,CALBUMAR,Parka Outdoor,2019-11-07,,,1.0,,
204,CALBUMAR,Parka Outdoor,2019-11-27,,,0.99,,
205,CALBUMAR,Parka Outdoor,2019-11-30,,,1.0,,
206,CALBUMAR,Parka Outdoor,2019-12-13,,,1.0,,
207,CALBUMAR,Parka Outdoor,2019-12-21,,,1.0,,
208,CALBUMAR,Parka Outdoor,2019-12-23,,,0.99,,
209,CALBUMAR,Parka Outdoor,2020-02-12,,,,0.99,
210,CALBUMAR,Parka Outdoor,2020-04-15,,,,1.0,
211,CALBUMAR,Parka Outdoor,2020-04-16,,,,0.99,
212,CALBUMAR,Parka Outdoor,2020-04-21,,,,1.0,
213,CALBUMAR,Parka Outdoor,2020-04-27,,,,0.99,
214,CALBUMAR,Parka Outdoor,2020-04-28,,,,1.0,
215,CALBUMAR,Parka Outdoor,2020-05-08,,,,2.0,
216,CALBUMAR,Parka Outdoor,2020-05-09,,,,1.0,
217,CALBUMAR,Parka Outdoor,2020-05-19,,,,0.99,
218,CALBUMAR,Parka Outdoor,2020-05-20,,,,1.0,
219,CALBUMAR,Parka Outdoor,2020-05-22,,,,1.0,
220,CALBUMAR,Parka Outdoor,2020-05-23,,,,1.0,
221,CALBUMAR,Parka Outdoor,2020-05-27,,,,0.99,
222,CALBUMAR,Parka Outdoor,2020-05-28,,,,1.0,
223,CALBUMAR,Parka Outdoor,2020-06-09,,,,1.0,
224,CALBUMAR,Parka Outdoor,2020-06-10,,,,1.9900000000000002,
225,CALBUMAR,Parka Outdoor,2020-06-13,,,,2.99,
226,CALBUMAR,Parka Outdoor,2020-06-15,,,,1.0,
227,CALBUMAR,Parka Outdoor,2020-06-16,,,,1.0,
228,CALBUMAR,Parka Outdoor,2020-06-18,,,,1.0,
229,CALBUMAR,Parka Outdoor,2020-06-19,,,,1.0,
230,CALBUMAR,Parka Outdoor,2020-06-20,,,,1.0,
231,CALBUMAR,Parka Outdoor,2020-06-24,,,,1.0,
232,CALBUMAR,Parka Outdoor,2020-06-25,,,,1.0,
233,CALBUMAR,Parka Outdoor,2020-06-27,,,,1.0,
234,CALBUMAR,Parka Outdoor,2020-06-30,,,,1.0,
235,CALBUMAR,Parka Outdoor,2020-07-01,,,,0.99,
236,CALBUMAR,Parka Outdoor,2020-07-02,,,,1.0,
237,CALBUMAR,Parka Outdoor,2020-07-03,,,,1.0,
238,CALBUMAR,Parka Outdoor,2020-07-06,,,,1.0,
239,CALBUMAR,Parka Outdoor,2020-07-08,,,,0.99,
240,CALBUMAR,Parka Outdoor,2020-07-09,,,,2.0,
241,CALBUMAR,Parka Outdoor,2020-07-10,,,,1.0,
242,CALBUMAR,Parka Outdoor,2020-07-13,,,,1.0,
243,CALBUMAR,Parka Outdoor,2020-07-14,,,,1.99,
244,CALBUMAR,Parka Outdoor,2020-07-17,,,,1.0,
245,CALBUMAR,Parka Outdoor,2020-07-20,,,,1.0,
246,CALBUMAR,Parka Outdoor,2020-07-22,,,,0.0,
247,CALBUMAR,Parka Outdoor,2020-07-27,,,,2.0,
248,CALBUMAR,Parka Outdoor,2020-07-28,,,,1.0,
249,CALBUMAR,Parka Outdoor,2020-07-31,,,,1.0,
250,CALBUMAR,Parka Outdoor,2020-08-04,,,,1.0,
251,CALBUMAR,Parka Outdoor,2020-08-05,,,,0.99,
252,CALBUMAR,Parka Outdoor,2020-08-06,,,,2.0,
253,CALBUMAR,Parka Outdoor,2020-08-08,,,,2.99,
254,CALBUMAR,Parka Outdoor,2020-08-11,,,,1.0,
255,CALBUMAR,Parka Outdoor,2020-08-12,,,,3.0,
256,CALBUMAR,Parka Outdoor,2020-08-13,,,,1.99,
257,CALBUMAR,Parka Outdoor,2020-08-14,,,,2.99,
258,CALBUMAR,Parka Outdoor,2020-08-17,,,,4.0,
259,CALBUMAR,Parka Outdoor,2020-08-18,,,,1.0,
260,CALBUMAR,Parka Outdoor,2020-08-19,,,,1.0,
261,CALBUMAR,Parka Outdoor,2020-08-20,,,,1.0,
262,CALBUMAR,Parka Outdoor,2020-08-21,,,,2.0,
263,CALBUMAR,Parka Outdoor,2020-08-22,,,,3.0,
264,CALBUMAR,Parka Outdoor,2020-08-26,,,,1.0,
265,CALBUMAR,Parka Outdoor,2020-08-28,,,,2.0,
266,CALBUMAR,Parka Outdoor,2020-08-29,,,,1.0,
267,CALBUMAR,Parka Outdoor,2020-08-31,,,,1.0,
268,CALBUMAR,Parka Outdoor,2020-09-01,,,,0.99,
269,CALBUMAR,Parka Outdoor,2020-09-02,,,,0.99,
270,CALBUMAR,Parka Outdoor,2020-09-04,,,,2.0,
271,CALBUMAR,Parka Outdoor,2020-09-05,,,,1.0,
272,CALBUMAR,Parka Outdoor,2020-09-08,,,,0.99,
273,CALBUMAR,Parka Outdoor,2020-09-12,,,,2.99,
274,CALBUMAR,Parka Outdoor,2020-09-14,,,,1.0,
275,CALBUMAR,Parka Outdoor,2020-09-16,,,,1.0,
276,CALBUMAR,Parka Outdoor,2020-09-21,,,,1.0,
277,CALBUMAR,Parka Outdoor,2020-09-23,,,,1.0,
278,CALBUMAR,Parka Outdoor,2020-09-24,,,,2.0,
279,CALBUMAR,Parka Outdoor,2020-09-25,,,,1.0,
280,CALBUMAR,Parka Outdoor,2020-09-26,,,,2.0,
281,CALBUMAR,Parka Outdoor,2020-10-01,,,,1.0,
282,CALBUMAR,Parka Outdoor,2020-10-03,,,,1.0,
283,CALBUMAR,Parka Outdoor,2020-10-17,,,,1.0,
284,CALBUMAR,Parka Outdoor,2020-10-28,,,,1.0,
285,CALBUMAR,Parka Outdoor,2020-10-30,,,,1.0,
286,CALBUMAR,Parka Outdoor,2020-12-23,,,,0.99,
287,CALBUMAR,Parka Outdoor,2020-12-24,,,,0.99,
288,CALBUMAR,Parka Outdoor,2020-12-31,,,,1.0,
289,CALBUMAR,Parka Outdoor,2021-03-05,,,,,1.0
290,CALBUMAR,Parka Outdoor,2021-03-16,,,,,0.99
291,CALBUMAR,Parka Outdoor,2021-03-19,,,,,2.0
292,CALBUMAR,Polar Outdoor,2018-03-29,,-1.0,,,
293,CALBUMAR,Polar Outdoor,2018-06-16,,1.0,,,
294,CALBUMAR,Polar Outdoor,2018-09-12,,2.0,,,
295,CALBUMAR,Polar Outdoor,2018-09-13,,1.0,,,
296,CALBUMAR,Polar Outdoor,2018-09-14,,6.0,,,
297,CALBUMAR,Polar Outdoor,2018-09-15,,6.0,,,
298,CALBUMAR,Polar Outdoor,2018-09-20,,0.0,,,
299,CALBUMAR,Polar Outdoor,2018-09-24,,0.99,,,
300,CALBUMAR,Polar Outdoor,2018-09-27,,1.0,,,
301,CALBUMAR,Polar Outdoor,2018-09-28,,2.0,,,
302,CALBUMAR,Polar Outdoor,2018-09-29,,2.9899999999999998,,,
303,CALBUMAR,Polar Outdoor,2018-10-01,,1.99,,,
304,CALBUMAR,Polar Outdoor,2018-10-03,,1.0,,,
305,CALBUMAR,Polar Outdoor,2018-10-04,,-1.0,,,
306,CALBUMAR,Polar Outdoor,2018-10-05,,1.0,,,
307,CALBUMAR,Polar Outdoor,2018-10-08,,1.0,,,
308,CALBUMAR,Polar Outdoor,2018-10-12,,1.0,,,
309,CALBUMAR,Polar Outdoor,2018-10-13,,1.0,,,
310,CALBUMAR,Polar Outdoor,2018-10-17,,1.0,,,
311,CALBUMAR,Polar Outdoor,2018-10-25,,1.0,,,
312,CALBUMAR,Polar Outdoor,2018-10-26,,1.0,,,
313,CALBUMAR,Polar Outdoor,2018-10-27,,1.0,,,
314,CALBUMAR,Polar Outdoor,2018-10-29,,1.0,,,
315,CALBUMAR,Polar Outdoor,2018-10-30,,1.0,,,
316,CALBUMAR,Polar Outdoor,2018-11-03,,1.0,,,
317,CALBUMAR,Polar Outdoor,2018-11-09,,1.99,,,
318,CALBUMAR,Polar Outdoor,2018-11-12,,1.0,,,
319,CALBUMAR,Polar Outdoor,2018-11-14,,1.0,,,
320,CALBUMAR,Polar Outdoor,2018-12-03,,1.0,,,
321,CALBUMAR,Polar Outdoor,2019-03-06,,,1.0,,
322,CALBUMAR,Polar Outdoor,2019-03-07,,,0.99,,
323,CALBUMAR,Polar Outdoor,2019-03-08,,,3.99,,
324,CALBUMAR,Polar Outdoor,2019-03-09,,,4.98,,
325,CALBUMAR,Polar Outdoor,2019-03-11,,,1.0,,
326,CALBUMAR,Polar Outdoor,2019-03-12,,,1.0,,
327,CALBUMAR,Polar Outdoor,2019-03-14,,,3.0,,
328,CALBUMAR,Polar Outdoor,2019-03-16,,,3.9899999999999998,,
329,CALBUMAR,Polar Outdoor,2019-03-18,,,0.99,,
330,CALBUMAR,Polar Outdoor,2019-03-19,,,2.0,,
331,CALBUMAR,Polar Outdoor,2019-03-23,,,2.0,,
332,CALBUMAR,Polar Outdoor,2019-03-25,,,1.0,,
333,CALBUMAR,Polar Outdoor,2019-03-27,,,1.0,,
334,CALBUMAR,Polar Outdoor,2019-03-28,,,1.0,,
335,CALBUMAR,Polar Outdoor,2019-03-29,,,1.99,,
336,CALBUMAR,Polar Outdoor,2019-03-30,,,0.99,,
337,CALBUMAR,Polar Outdoor,2019-04-01,,,1.0,,
338,CALBUMAR,Polar Outdoor,2019-04-03,,,3.0,,
339,CALBUMAR,Polar Outdoor,2019-04-05,,,1.0,,
340,CALBUMAR,Polar Outdoor,2019-04-06,,,1.0,,
341,CALBUMAR,Polar Outdoor,2019-04-09,,,1.0,,
342,CALBUMAR,Polar Outdoor,2019-04-17,,,1.0,,
343,CALBUMAR,Polar Outdoor,2019-04-18,,,2.0,,
344,CALBUMAR,Polar Outdoor,2019-05-06,,,0.99,,
345,CALBUMAR,Polar Outdoor,2019-05-11,,,1.0,,
346,CALBUMAR,Polar Outdoor,2019-06-01,,,1.0,,
347,CALBUMAR,Polar Outdoor,2019-06-03,,,1.99,,
348,CALBUMAR,Polar Outdoor,2019-06-12,,,2.0,,
349,CALBUMAR,Polar Outdoor,2019-06-15,,,2.0,,
350,CALBUMAR,Polar Outdoor,2019-06-28,,,1.0,,
351,CALBUMAR,Polar Outdoor,2019-06-29,,,1.98,,
352,CALBUMAR,Polar Outdoor,2019-07-29,,,1.0,,
353,CALBUMAR,Polar Outdoor,2019-08-17,,,1.0,,
354,CALBUMAR,Polar Outdoor,2019-08-29,,,1.0,,
355,CALBUMAR,Polar Outdoor,2019-09-05,,,1.0,,
356,CALBUMAR,Polar Outdoor,2019-09-07,,,1.0,,
357,CALBUMAR,Polar Outdoor,2019-09-24,,,1.0,,
358,CALBUMAR,Polar Outdoor,2019-09-26,,,1.0,,
359,CALBUMAR,Polar Outdoor,2019-09-28,,,3.99,,
360,CALBUMAR,Polar Outdoor,2019-09-30,,,1.0,,
361,CALBUMAR,Polar Outdoor,2019-10-02,,,1.0,,
362,CALBUMAR,Polar Outdoor,2019-10-04,,,0.0,,
363,CALBUMAR,Polar Outdoor,2019-10-07,,,0.99,,
364,CALBUMAR,Polar Outdoor,2019-10-09,,,-1.0,,
365,CALBUMAR,Polar Outdoor,2019-10-11,,,1.0,,
366,CALBUMAR,Polar Outdoor,2019-10-17,,,2.0,,
367,CALBUMAR,Polar Outdoor,2019-11-04,,,0.99,,
368,CALBUMAR,Polar Outdoor,2019-11-06,,,1.0,,
369,CALBUMAR,Polar Outdoor,2019-12-05,,,1.0,,
370,CALBUMAR,Polar Outdoor,2019-12-06,,,1.0,,
371,CALBUMAR,Polar Outdoor,2019-12-17,,,1.0,,
372,CALBUMAR,Polar Outdoor,2019-12-19,,,2.0,,
373,CALBUMAR,Polar Outdoor,2019-12-20,,,0.99,,
374,CALBUMAR,Polar Outdoor,2019-12-23,,,1.0,,
375,CALBUMAR,Polar Outdoor,2019-12-24,,,2.0,,
376,CALBUMAR,Polar Outdoor,2019-12-28,,,0.99,,
377,CALBUMAR,Polar Outdoor,2019-12-31,,,1.0,,
378,CALBUMAR,Polar Outdoor,2020-01-03,,,,1.0,
379,CALBUMAR,Polar Outdoor,2020-01-09,,,,1.0,
380,CALBUMAR,Polar Outdoor,2020-02-26,,,,1.0,
381,CALBUMAR,Polar Outdoor,2020-07-02,,,,2.0,
382,CALBUMAR,Polar Outdoor,2020-07-03,,,,3.0,
383,CALBUMAR,Polar Outdoor,2020-07-04,,,,1.0,
384,CALBUMAR,Polar Outdoor,2020-07-07,,,,1.0,
385,CALBUMAR,Polar Outdoor,2020-07-09,,,,2.0,
386,CALBUMAR,Polar Outdoor,2020-07-11,,,,1.0,
387,CALBUMAR,Polar Outdoor,2020-07-14,,,,1.9899999999999998,
388,CALBUMAR,Polar Outdoor,2020-07-18,,,,0.99,
389,CALBUMAR,Polar Outdoor,2020-07-21,,,,2.0,
390,CALBUMAR,Polar Outdoor,2020-07-22,,,,1.0,
391,CALBUMAR,Polar Outdoor,2020-07-31,,,,0.99,
392,CALBUMAR,Polar Outdoor,2020-08-03,,,,2.99,
393,CALBUMAR,Polar Outdoor,2020-08-04,,,,1.0,
394,CALBUMAR,Polar Outdoor,2020-08-05,,,,2.0,
395,CALBUMAR,Polar Outdoor,2020-08-06,,,,1.0,
396,CALBUMAR,Polar Outdoor,2020-08-07,,,,2.0,
